datetime,1 Courthouse Lane,107 Quay Street,150 K Road,183 K Road,19 Shortland Street,2 High Street,205 Queen Street,210 Queen Street,261 Queen Street,297 Queen Street,30 Queen Street,45 Queen Street,59 High Street,61 Federal Street,7 Custom Street East,8 Darby Street (EW),8 Darby Street (NS),Commerce Street West,Te Ara Tahuhu Walkway
2017-01-02 06:00:00,2.0,67.0,15.0,35.0,14.0,8.0,45.0,82.0,41.0,69.0,0.0,55.0,8.0,14.0,0.0,7.0,16.0,24.0,36.0
2017-01-02 07:00:00,9.0,188.0,27.0,74.0,12.0,14.0,57.0,172.0,110.0,142.0,0.0,163.0,25.0,19.0,0.0,24.0,38.0,25.0,41.0
2017-01-02 08:00:00,9.0,514.0,58.0,111.0,77.0,29.0,123.0,314.0,175.0,192.0,0.0,358.0,43.0,15.0,0.0,37.0,67.0,60.0,73.0
2017-01-02 09:00:00,28.0,802.0,85.0,237.0,84.0,88.0,231.0,682.0,370.0,407.0,0.0,675.0,103.0,28.0,0.0,53.0,98.0,132.0,193.0
2017-01-02 10:00:00,27.0,668.0,102.0,315.0,115.0,141.0,228.0,1097.0,426.0,468.0,0.0,908.0,193.0,26.0,0.0,81.0,112.0,157.0,297.0
2017-01-02 11:00:00,52.0,1049.0,162.0,390.0,191.0,143.0,438.0,1560.0,568.0,659.0,0.0,1072.0,254.0,56.0,0.0,103.0,240.0,207.0,441.0
2017-01-02 12:00:00,24.0,1243.0,179.0,389.0,191.0,188.0,590.0,1826.0,800.0,907.0,0.0,1335.0,432.0,66.0,0.0,171.0,333.0,353.0,562.0
2017-01-02 13:00:00,74.0,1034.0,187.0,476.0,235.0,201.0,647.0,1944.0,932.0,999.0,0.0,1364.0,514.0,91.0,0.0,194.0,400.0,363.0,621.0
2017-01-02 14:00:00,43.0,820.0,188.0,386.0,182.0,197.0,687.0,2229.0,844.0,1049.0,0.0,1471.0,531.0,57.0,0.0,210.0,470.0,278.0,469.0
2017-01-02 15:00:00,29.0,933.0,195.0,362.0,212.0,201.0,707.0,2104.0,864.0,1086.0,0.0,1489.0,535.0,61.0,0.0,192.0,376.0,335.0,478.0
2017-01-02 16:00:00,30.0,1022.0,177.0,372.0,163.0,208.0,655.0,1973.0,695.0,891.0,0.0,1453.0,452.0,25.0,0.0,181.0,374.0,302.0,471.0
2017-01-02 17:00:00,42.0,837.0,180.0,307.0,126.0,146.0,565.0,1705.0,663.0,955.0,0.0,1338.0,337.0,50.0,0.0,215.0,423.0,256.0,290.0
2017-01-02 18:00:00,29.0,495.0,125.0,345.0,131.0,85.0,455.0,1197.0,556.0,889.0,0.0,971.0,305.0,76.0,0.0,149.0,489.0,199.0,289.0
2017-01-02 19:00:00,32.0,514.0,123.0,268.0,162.0,152.0,415.0,900.0,490.0,779.0,0.0,707.0,278.0,54.0,0.0,141.0,377.0,214.0,246.0
2017-01-02 20:00:00,23.0,364.0,132.0,243.0,72.0,112.0,520.0,740.0,595.0,872.0,0.0,591.0,249.0,41.0,0.0,102.0,225.0,144.0,158.0
2017-01-02 21:00:00,14.0,221.0,94.0,202.0,59.0,57.0,339.0,607.0,439.0,570.0,0.0,420.0,173.0,39.0,0.0,133.0,197.0,117.0,137.0
2017-01-02 22:00:00,25.0,132.0,51.0,128.0,40.0,47.0,224.0,427.0,296.0,360.0,0.0,244.0,95.0,48.0,0.0,93.0,128.0,86.0,79.0
2017-01-02 23:00:00,17.0,66.0,34.0,101.0,15.0,12.0,135.0,292.0,187.0,210.0,0.0,137.0,46.0,36.0,0.0,58.0,90.0,28.0,56.0
2017-01-03 00:00:00,3.0,24.0,25.0,78.0,6.0,9.0,82.0,140.0,95.0,99.0,0.0,55.0,30.0,14.0,0.0,57.0,46.0,18.0,16.0
2017-01-03 01:00:00,4.0,16.0,12.0,52.0,7.0,2.0,51.0,121.0,53.0,64.0,0.0,42.0,19.0,28.0,0.0,26.0,19.0,6.0,6.0
2017-01-03 02:00:00,2.0,0.0,7.0,31.0,6.0,1.0,26.0,62.0,31.0,31.0,0.0,16.0,10.0,7.0,0.0,9.0,6.0,6.0,6.0
2017-01-03 03:00:00,2.0,5.0,2.0,25.0,5.0,2.0,13.0,34.0,11.0,14.0,0.0,14.0,11.0,5.0,0.0,2.0,1.0,7.0,3.0
2017-01-03 04:00:00,2.0,0.0,0.0,16.0,6.0,6.0,7.0,17.0,7.0,17.0,0.0,4.0,3.0,3.0,0.0,10.0,6.0,5.0,6.0
2017-01-03 05:00:00,2.0,10.0,5.0,26.0,5.0,3.0,10.0,25.0,9.0,16.0,0.0,19.0,8.0,4.0,0.0,5.0,5.0,7.0,16.0
2017-01-03 06:00:00,5.0,35.0,14.0,44.0,11.0,12.0,43.0,74.0,42.0,60.0,0.0,43.0,21.0,7.0,0.0,14.0,20.0,14.0,34.0
2017-01-03 07:00:00,8.0,125.0,39.0,78.0,23.0,19.0,86.0,147.0,52.0,118.0,0.0,128.0,33.0,11.0,0.0,20.0,44.0,34.0,78.0
2017-01-03 08:00:00,10.0,267.0,61.0,132.0,47.0,31.0,105.0,304.0,157.0,187.0,0.0,332.0,72.0,31.0,0.0,31.0,64.0,96.0,125.0
2017-01-03 09:00:00,16.0,427.0,93.0,198.0,108.0,71.0,197.0,578.0,249.0,402.0,0.0,499.0,107.0,26.0,0.0,48.0,103.0,140.0,200.0
2017-01-03 10:00:00,32.0,768.0,151.0,297.0,174.0,141.0,272.0,1119.0,334.0,654.0,0.0,894.0,221.0,43.0,0.0,79.0,164.0,149.0,282.0
2017-01-03 11:00:00,76.0,1101.0,234.0,358.0,232.0,237.0,541.0,1749.0,637.0,846.0,0.0,1498.0,383.0,40.0,0.0,152.0,278.0,259.0,486.0
2017-01-03 12:00:00,68.0,1003.0,213.0,533.0,279.0,169.0,690.0,1965.0,789.0,998.0,0.0,1551.0,527.0,76.0,0.0,185.0,421.0,274.0,558.0
2017-01-03 13:00:00,34.0,1135.0,274.0,476.0,266.0,235.0,609.0,2052.0,900.0,1005.0,0.0,1610.0,651.0,48.0,0.0,185.0,441.0,371.0,645.0
2017-01-03 14:00:00,55.0,1122.0,214.0,513.0,231.0,261.0,666.0,2194.0,1029.0,1138.0,0.0,1874.0,722.0,90.0,0.0,237.0,465.0,318.0,670.0
2017-01-03 15:00:00,42.0,1316.0,240.0,457.0,211.0,258.0,773.0,2366.0,1150.0,1440.0,0.0,1872.0,690.0,74.0,0.0,224.0,466.0,337.0,627.0
2017-01-03 16:00:00,54.0,1321.0,249.0,432.0,235.0,230.0,800.0,2389.0,991.0,1157.0,0.0,1872.0,596.0,59.0,0.0,224.0,486.0,376.0,525.0
2017-01-03 17:00:00,44.0,1091.0,259.0,404.0,142.0,111.0,650.0,2005.0,921.0,1294.0,0.0,1670.0,500.0,69.0,0.0,204.0,448.0,333.0,441.0
2017-01-03 18:00:00,31.0,779.0,248.0,339.0,145.0,126.0,500.0,1393.0,603.0,896.0,0.0,1157.0,377.0,68.0,0.0,121.0,369.0,210.0,303.0
2017-01-03 19:00:00,21.0,414.0,141.0,302.0,155.0,126.0,365.0,1012.0,527.0,644.0,0.0,640.0,264.0,52.0,0.0,122.0,402.0,180.0,222.0
2017-01-03 20:00:00,13.0,299.0,163.0,292.0,67.0,78.0,319.0,787.0,529.0,840.0,0.0,556.0,174.0,85.0,0.0,131.0,293.0,101.0,140.0
2017-01-03 21:00:00,13.0,204.0,57.0,243.0,74.0,55.0,307.0,549.0,363.0,582.0,0.0,339.0,135.0,56.0,0.0,95.0,168.0,96.0,121.0
2017-01-03 22:00:00,10.0,88.0,56.0,191.0,18.0,33.0,227.0,425.0,249.0,378.0,0.0,225.0,78.0,48.0,0.0,65.0,96.0,86.0,90.0
2017-01-03 23:00:00,14.0,51.0,40.0,123.0,40.0,35.0,103.0,268.0,151.0,212.0,0.0,122.0,45.0,39.0,0.0,50.0,58.0,31.0,33.0
2017-01-04 00:00:00,12.0,40.0,27.0,58.0,20.0,17.0,53.0,191.0,82.0,85.0,0.0,81.0,41.0,10.0,0.0,42.0,33.0,18.0,18.0
2017-01-04 01:00:00,9.0,10.0,32.0,46.0,9.0,20.0,67.0,96.0,46.0,67.0,0.0,74.0,11.0,10.0,0.0,15.0,17.0,14.0,10.0
2017-01-04 02:00:00,5.0,9.0,8.0,43.0,25.0,15.0,25.0,61.0,18.0,24.0,0.0,18.0,11.0,4.0,0.0,10.0,7.0,1.0,9.0
2017-01-04 03:00:00,7.0,5.0,14.0,33.0,2.0,7.0,9.0,43.0,38.0,22.0,0.0,17.0,10.0,3.0,0.0,10.0,22.0,5.0,3.0
2017-01-04 04:00:00,1.0,4.0,17.0,12.0,0.0,8.0,7.0,17.0,50.0,19.0,0.0,7.0,10.0,4.0,0.0,12.0,4.0,3.0,10.0
2017-01-04 05:00:00,1.0,20.0,17.0,26.0,15.0,8.0,16.0,47.0,25.0,37.0,0.0,43.0,13.0,3.0,0.0,13.0,15.0,9.0,37.0
2017-01-04 06:00:00,5.0,90.0,32.0,82.0,34.0,12.0,53.0,166.0,67.0,99.0,0.0,187.0,33.0,29.0,0.0,21.0,38.0,44.0,83.0
2017-01-04 07:00:00,12.0,318.0,64.0,224.0,102.0,57.0,116.0,348.0,214.0,194.0,0.0,687.0,89.0,45.0,0.0,53.0,80.0,208.0,234.0
2017-01-04 08:00:00,27.0,557.0,130.0,319.0,175.0,96.0,248.0,715.0,425.0,414.0,0.0,1269.0,158.0,67.0,0.0,86.0,178.0,262.0,394.0
2017-01-04 09:00:00,26.0,522.0,181.0,283.0,209.0,157.0,314.0,932.0,492.0,482.0,0.0,1002.0,203.0,50.0,0.0,91.0,197.0,239.0,369.0
2017-01-04 10:00:00,36.0,726.0,231.0,398.0,265.0,202.0,497.0,1348.0,604.0,800.0,0.0,1161.0,329.0,47.0,0.0,143.0,291.0,273.0,442.0
2017-01-04 11:00:00,40.0,1026.0,270.0,477.0,352.0,188.0,647.0,1694.0,705.0,866.0,0.0,1479.0,410.0,79.0,0.0,193.0,406.0,296.0,620.0
2017-01-04 12:00:00,67.0,912.0,299.0,659.0,458.0,253.0,702.0,2140.0,992.0,883.0,0.0,1867.0,645.0,109.0,0.0,304.0,590.0,363.0,844.0
2017-01-04 13:00:00,78.0,926.0,295.0,648.0,365.0,270.0,779.0,2436.0,1210.0,945.0,0.0,1777.0,693.0,102.0,0.0,312.0,683.0,392.0,857.0
2017-01-04 14:00:00,75.0,855.0,342.0,628.0,324.0,216.0,749.0,2239.0,1231.0,1118.0,0.0,1759.0,679.0,79.0,0.0,311.0,558.0,394.0,647.0
2017-01-04 15:00:00,86.0,1030.0,319.0,565.0,318.0,232.0,796.0,2401.0,1403.0,1574.0,0.0,1826.0,648.0,51.0,0.0,223.0,511.0,403.0,701.0
2017-01-04 16:00:00,68.0,1294.0,240.0,666.0,349.0,268.0,658.0,2574.0,1184.0,1131.0,0.0,1971.0,680.0,105.0,0.0,220.0,508.0,475.0,601.0
2017-01-04 17:00:00,69.0,1146.0,282.0,652.0,266.0,259.0,577.0,2287.0,1768.0,1012.0,0.0,2162.0,547.0,70.0,0.0,211.0,463.0,404.0,502.0
2017-01-04 18:00:00,42.0,934.0,276.0,497.0,176.0,180.0,471.0,1411.0,967.0,510.0,0.0,1411.0,397.0,77.0,0.0,144.0,357.0,271.0,347.0
2017-01-04 19:00:00,69.0,705.0,222.0,361.0,129.0,165.0,490.0,1069.0,755.0,795.0,0.0,1085.0,287.0,48.0,0.0,105.0,297.0,201.0,284.0
2017-01-04 20:00:00,51.0,605.0,209.0,332.0,136.0,162.0,382.0,1036.0,836.0,1000.0,0.0,836.0,291.0,57.0,0.0,123.0,291.0,225.0,236.0
2017-01-04 21:00:00,22.0,383.0,119.0,285.0,86.0,101.0,338.0,705.0,663.0,661.0,0.0,570.0,181.0,64.0,0.0,83.0,186.0,136.0,181.0
2017-01-04 22:00:00,15.0,307.0,97.0,227.0,44.0,63.0,310.0,519.0,506.0,524.0,0.0,350.0,109.0,62.0,0.0,135.0,199.0,99.0,166.0
2017-01-04 23:00:00,10.0,179.0,49.0,137.0,39.0,37.0,146.0,376.0,237.0,383.0,0.0,178.0,65.0,41.0,0.0,117.0,183.0,90.0,63.0
2017-01-05 00:00:00,12.0,131.0,29.0,90.0,18.0,32.0,112.0,201.0,128.0,315.0,0.0,103.0,43.0,19.0,0.0,114.0,129.0,72.0,26.0
2017-01-05 01:00:00,9.0,93.0,26.0,64.0,14.0,13.0,52.0,177.0,70.0,139.0,0.0,63.0,25.0,12.0,0.0,44.0,62.0,82.0,45.0
2017-01-05 02:00:00,6.0,29.0,31.0,31.0,25.0,9.0,45.0,125.0,40.0,75.0,0.0,43.0,13.0,11.0,0.0,39.0,43.0,50.0,18.0
2017-01-05 03:00:00,9.0,12.0,23.0,46.0,4.0,5.0,22.0,63.0,27.0,37.0,0.0,36.0,13.0,24.0,0.0,15.0,17.0,40.0,16.0
2017-01-05 04:00:00,6.0,5.0,38.0,35.0,1.0,0.0,14.0,55.0,19.0,34.0,0.0,12.0,10.0,15.0,0.0,7.0,13.0,22.0,7.0
2017-01-05 05:00:00,1.0,22.0,6.0,33.0,11.0,11.0,20.0,61.0,57.0,52.0,0.0,54.0,10.0,9.0,0.0,8.0,12.0,10.0,29.0
2017-01-05 06:00:00,13.0,113.0,24.0,114.0,31.0,26.0,59.0,166.0,149.0,135.0,0.0,189.0,33.0,48.0,0.0,22.0,42.0,63.0,109.0
2017-01-05 07:00:00,5.0,447.0,91.0,201.0,118.0,79.0,158.0,357.0,328.0,238.0,0.0,639.0,71.0,51.0,0.0,44.0,87.0,183.0,233.0
2017-01-05 08:00:00,45.0,876.0,144.0,393.0,203.0,133.0,316.0,831.0,700.0,495.0,0.0,1397.0,179.0,76.0,0.0,111.0,209.0,315.0,380.0
2017-01-05 09:00:00,38.0,726.0,191.0,379.0,182.0,206.0,388.0,907.0,740.0,562.0,0.0,1130.0,239.0,40.0,0.0,134.0,202.0,258.0,394.0
2017-01-05 10:00:00,25.0,885.0,233.0,469.0,229.0,248.0,602.0,1259.0,797.0,745.0,0.0,1357.0,406.0,78.0,0.0,116.0,247.0,339.0,497.0
2017-01-05 11:00:00,82.0,1065.0,269.0,460.0,353.0,285.0,730.0,1759.0,910.0,705.0,0.0,1708.0,492.0,91.0,0.0,185.0,364.0,320.0,577.0
2017-01-05 12:00:00,109.0,1072.0,343.0,643.0,472.0,280.0,759.0,2212.0,1057.0,951.0,0.0,2154.0,736.0,119.0,0.0,350.0,618.0,372.0,962.0
2017-01-05 13:00:00,70.0,1075.0,263.0,669.0,362.0,241.0,916.0,2518.0,1083.0,1298.0,0.0,2108.0,779.0,136.0,0.0,350.0,613.0,392.0,840.0
2017-01-05 14:00:00,92.0,1038.0,242.0,619.0,263.0,308.0,784.0,2333.0,1177.0,1167.0,0.0,1843.0,740.0,90.0,0.0,263.0,485.0,402.0,705.0
2017-01-05 15:00:00,56.0,1416.0,245.0,580.0,261.0,311.0,748.0,2496.0,1587.0,1117.0,0.0,2066.0,684.0,72.0,0.0,210.0,399.0,444.0,682.0
2017-01-05 16:00:00,65.0,1624.0,255.0,585.0,292.0,330.0,744.0,2434.0,1914.0,958.0,0.0,2075.0,604.0,130.0,0.0,203.0,464.0,541.0,748.0
2017-01-05 17:00:00,65.0,1620.0,288.0,635.0,267.0,266.0,715.0,2294.0,2054.0,916.0,0.0,2126.0,524.0,97.0,0.0,222.0,469.0,422.0,656.0
2017-01-05 18:00:00,54.0,1040.0,208.0,460.0,244.0,186.0,631.0,1685.0,1464.0,858.0,0.0,1449.0,424.0,70.0,0.0,173.0,365.0,290.0,412.0
2017-01-05 19:00:00,53.0,890.0,190.0,396.0,139.0,169.0,532.0,1325.0,1041.0,962.0,0.0,879.0,267.0,66.0,0.0,133.0,332.0,254.0,282.0
2017-01-05 20:00:00,45.0,668.0,186.0,362.0,116.0,116.0,505.0,908.0,829.0,875.0,0.0,769.0,256.0,50.0,0.0,77.0,219.0,146.0,219.0
2017-01-05 21:00:00,26.0,376.0,100.0,319.0,86.0,92.0,366.0,724.0,693.0,693.0,0.0,580.0,192.0,63.0,0.0,80.0,183.0,175.0,212.0
2017-01-05 22:00:00,42.0,285.0,66.0,258.0,36.0,48.0,232.0,625.0,434.0,551.0,0.0,311.0,115.0,58.0,0.0,91.0,138.0,77.0,133.0
2017-01-05 23:00:00,14.0,198.0,108.0,178.0,19.0,32.0,111.0,468.0,291.0,282.0,0.0,170.0,80.0,18.0,0.0,82.0,94.0,64.0,56.0
2017-01-06 00:00:00,14.0,93.0,27.0,110.0,11.0,15.0,76.0,346.0,133.0,154.0,0.0,73.0,29.0,12.0,0.0,70.0,54.0,48.0,16.0
2017-01-06 01:00:00,8.0,27.0,31.0,67.0,6.0,25.0,52.0,130.0,75.0,55.0,0.0,37.0,28.0,12.0,0.0,26.0,28.0,37.0,16.0
2017-01-06 02:00:00,6.0,16.0,22.0,50.0,9.0,11.0,32.0,85.0,63.0,50.0,0.0,33.0,15.0,11.0,0.0,15.0,15.0,16.0,11.0
2017-01-06 03:00:00,6.0,9.0,14.0,33.0,11.0,16.0,34.0,54.0,48.0,20.0,0.0,8.0,4.0,5.0,0.0,7.0,5.0,5.0,6.0
2017-01-06 04:00:00,5.0,7.0,8.0,38.0,3.0,5.0,20.0,38.0,22.0,28.0,0.0,6.0,2.0,4.0,0.0,34.0,34.0,2.0,7.0
2017-01-06 05:00:00,1.0,20.0,12.0,38.0,4.0,11.0,27.0,65.0,29.0,30.0,0.0,49.0,12.0,16.0,0.0,8.0,8.0,14.0,19.0
2017-01-06 06:00:00,17.0,100.0,29.0,105.0,30.0,36.0,52.0,144.0,108.0,89.0,0.0,146.0,32.0,22.0,0.0,18.0,32.0,50.0,96.0
2017-01-06 07:00:00,5.0,362.0,85.0,192.0,136.0,90.0,126.0,316.0,316.0,199.0,0.0,596.0,73.0,48.0,0.0,51.0,101.0,168.0,206.0
2017-01-06 08:00:00,34.0,723.0,124.0,312.0,225.0,170.0,243.0,817.0,650.0,441.0,0.0,1284.0,182.0,68.0,0.0,71.0,157.0,275.0,367.0
2017-01-06 09:00:00,28.0,750.0,144.0,333.0,209.0,191.0,262.0,935.0,595.0,413.0,0.0,1149.0,230.0,48.0,0.0,95.0,142.0,270.0,421.0
2017-01-06 10:00:00,48.0,890.0,177.0,414.0,274.0,272.0,441.0,1242.0,790.0,667.0,0.0,1181.0,293.0,68.0,0.0,119.0,225.0,248.0,530.0
2017-01-06 11:00:00,69.0,886.0,234.0,560.0,383.0,304.0,574.0,1808.0,815.0,744.0,0.0,1582.0,453.0,89.0,0.0,195.0,408.0,221.0,632.0
2017-01-06 12:00:00,98.0,1036.0,313.0,689.0,423.0,262.0,707.0,2330.0,1074.0,1116.0,0.0,1943.0,698.0,133.0,0.0,304.0,609.0,326.0,969.0
2017-01-06 13:00:00,74.0,977.0,304.0,622.0,401.0,200.0,675.0,2229.0,1127.0,1086.0,0.0,1867.0,741.0,107.0,0.0,277.0,567.0,327.0,885.0
2017-01-06 14:00:00,80.0,1088.0,327.0,710.0,318.0,289.0,708.0,2258.0,1327.0,833.0,0.0,1831.0,698.0,125.0,0.0,213.0,440.0,433.0,690.0
2017-01-06 15:00:00,59.0,1232.0,305.0,656.0,290.0,309.0,730.0,2476.0,1502.0,1316.0,0.0,1927.0,667.0,88.0,0.0,244.0,448.0,464.0,704.0
2017-01-06 16:00:00,92.0,1425.0,307.0,676.0,265.0,343.0,712.0,2367.0,1693.0,1233.0,0.0,2082.0,648.0,84.0,0.0,244.0,521.0,445.0,716.0
2017-01-06 17:00:00,57.0,1256.0,314.0,643.0,266.0,244.0,686.0,2347.0,1367.0,1068.0,0.0,1786.0,585.0,102.0,0.0,180.0,407.0,406.0,633.0
2017-01-06 18:00:00,85.0,1036.0,216.0,525.0,204.0,239.0,570.0,1697.0,1247.0,848.0,0.0,1500.0,415.0,75.0,0.0,167.0,387.0,293.0,371.0
2017-01-06 19:00:00,60.0,714.0,198.0,477.0,142.0,179.0,519.0,1320.0,1063.0,994.0,0.0,1070.0,379.0,80.0,0.0,138.0,362.0,251.0,327.0
2017-01-06 20:00:00,51.0,765.0,182.0,427.0,131.0,155.0,460.0,954.0,866.0,957.0,0.0,822.0,259.0,44.0,0.0,103.0,225.0,171.0,261.0
2017-01-06 21:00:00,42.0,524.0,91.0,343.0,120.0,115.0,395.0,800.0,760.0,874.0,0.0,665.0,204.0,53.0,0.0,137.0,256.0,210.0,212.0
2017-01-06 22:00:00,45.0,424.0,96.0,373.0,107.0,121.0,368.0,804.0,587.0,569.0,0.0,506.0,202.0,43.0,0.0,175.0,244.0,183.0,194.0
2017-01-06 23:00:00,43.0,346.0,89.0,366.0,98.0,97.0,274.0,666.0,439.0,416.0,0.0,323.0,125.0,47.0,0.0,309.0,364.0,152.0,139.0
2017-01-07 00:00:00,55.0,173.0,138.0,290.0,89.0,52.0,224.0,429.0,217.0,215.0,0.0,223.0,120.0,25.0,0.0,404.0,478.0,170.0,68.0
2017-01-07 01:00:00,16.0,164.0,125.0,222.0,56.0,25.0,134.0,356.0,168.0,135.0,0.0,159.0,57.0,22.0,0.0,390.0,489.0,101.0,52.0
2017-01-07 02:00:00,8.0,88.0,113.0,165.0,58.0,29.0,99.0,250.0,120.0,114.0,0.0,143.0,43.0,9.0,0.0,357.0,379.0,104.0,34.0
2017-01-07 03:00:00,19.0,52.0,40.0,103.0,70.0,28.0,86.0,154.0,93.0,85.0,0.0,72.0,30.0,9.0,0.0,270.0,282.0,53.0,9.0
2017-01-07 04:00:00,21.0,28.0,67.0,135.0,17.0,8.0,52.0,102.0,96.0,88.0,0.0,50.0,21.0,11.0,0.0,96.0,97.0,14.0,21.0
2017-01-07 05:00:00,4.0,16.0,18.0,59.0,13.0,6.0,46.0,68.0,54.0,39.0,0.0,35.0,11.0,4.0,0.0,27.0,25.0,19.0,8.0
2017-01-07 06:00:00,5.0,56.0,19.0,63.0,15.0,13.0,40.0,116.0,72.0,118.0,0.0,64.0,10.0,20.0,0.0,28.0,20.0,34.0,43.0
