datetime,1 Courthouse Lane,107 Quay Street,150 K Road,183 K Road,19 Shortland Street,2 High Street,205 Queen Street,210 Queen Street,261 Queen Street,297 Queen Street,30 Queen Street,45 Queen Street,59 High Street,61 Federal Street,7 Custom Street East,8 Darby Street (EW),8 Darby Street (NS),Commerce Street West,Te Ara Tahuhu Walkway
2017-02-26 15:00:00,77.0,2022.0,253.0,773.0,201.0,299.0,582.0,2595.0,1892.0,1010.0,0.0,2485.0,792.0,66.0,0.0,182.0,401.0,620.0,861.0
2017-02-26 16:00:00,52.0,2069.0,234.0,789.0,207.0,256.0,657.0,2646.0,1822.0,1301.0,0.0,2325.0,708.0,75.0,0.0,239.0,458.0,645.0,718.0
2017-02-26 17:00:00,89.0,2344.0,311.0,610.0,196.0,191.0,602.0,2159.0,1611.0,1428.0,0.0,2051.0,593.0,109.0,0.0,208.0,444.0,558.0,477.0
2017-02-26 18:00:00,86.0,1799.0,251.0,490.0,149.0,179.0,581.0,1606.0,1423.0,1309.0,0.0,1600.0,455.0,81.0,0.0,183.0,393.0,351.0,404.0
2017-02-26 19:00:00,50.0,868.0,208.0,533.0,132.0,145.0,464.0,1079.0,956.0,1073.0,0.0,986.0,336.0,63.0,0.0,145.0,319.0,280.0,293.0
2017-02-26 20:00:00,32.0,793.0,179.0,482.0,118.0,121.0,446.0,976.0,1039.0,1152.0,0.0,820.0,234.0,79.0,0.0,96.0,302.0,209.0,280.0
2017-02-26 21:00:00,24.0,497.0,88.0,354.0,70.0,68.0,382.0,762.0,680.0,774.0,0.0,522.0,191.0,64.0,0.0,112.0,237.0,182.0,191.0
2017-02-26 22:00:00,18.0,322.0,86.0,307.0,66.0,50.0,244.0,612.0,453.0,537.0,0.0,275.0,111.0,61.0,0.0,308.0,362.0,126.0,84.0
2017-02-26 23:00:00,18.0,142.0,43.0,167.0,34.0,28.0,103.0,321.0,275.0,291.0,0.0,205.0,62.0,44.0,0.0,256.0,244.0,27.0,41.0
2017-02-27 00:00:00,13.0,58.0,18.0,73.0,15.0,10.0,65.0,179.0,158.0,154.0,0.0,131.0,33.0,14.0,0.0,236.0,232.0,8.0,22.0
2017-02-27 01:00:00,5.0,27.0,8.0,46.0,2.0,3.0,51.0,140.0,96.0,53.0,0.0,68.0,22.0,6.0,0.0,141.0,148.0,5.0,15.0
2017-02-27 02:00:00,11.0,19.0,5.0,44.0,13.0,6.0,16.0,92.0,30.0,25.0,0.0,39.0,6.0,1.0,0.0,26.0,29.0,15.0,9.0
2017-02-27 03:00:00,6.0,12.0,6.0,20.0,10.0,3.0,11.0,28.0,27.0,70.0,0.0,41.0,5.0,7.0,0.0,12.0,13.0,4.0,18.0
2017-02-27 04:00:00,2.0,10.0,7.0,19.0,5.0,6.0,31.0,30.0,20.0,37.0,0.0,35.0,11.0,5.0,0.0,16.0,9.0,11.0,14.0
2017-02-27 05:00:00,2.0,39.0,22.0,61.0,29.0,7.0,22.0,78.0,61.0,45.0,0.0,55.0,14.0,8.0,0.0,64.0,130.0,21.0,39.0
2017-02-27 06:00:00,9.0,193.0,64.0,171.0,80.0,49.0,78.0,230.0,244.0,160.0,0.0,368.0,51.0,77.0,0.0,28.0,54.0,138.0,179.0
2017-02-27 07:00:00,45.0,861.0,121.0,506.0,341.0,269.0,301.0,974.0,670.0,414.0,0.0,1594.0,221.0,114.0,0.0,114.0,191.0,635.0,590.0
2017-02-27 08:00:00,72.0,1019.0,245.0,991.0,517.0,363.0,518.0,2083.0,1559.0,1113.0,0.0,2985.0,482.0,223.0,0.0,215.0,468.0,1097.0,1007.0
2017-02-27 09:00:00,43.0,689.0,201.0,590.0,361.0,294.0,587.0,1774.0,1161.0,692.0,0.0,1639.0,509.0,175.0,0.0,199.0,390.0,534.0,586.0
2017-02-27 10:00:00,68.0,883.0,232.0,529.0,400.0,372.0,627.0,1880.0,1241.0,788.0,0.0,1206.0,538.0,146.0,0.0,219.0,401.0,428.0,642.0
2017-02-27 11:00:00,46.0,953.0,277.0,603.0,584.0,344.0,636.0,2208.0,1479.0,1116.0,0.0,1471.0,687.0,159.0,0.0,283.0,570.0,480.0,643.0
2017-02-27 12:00:00,103.0,1339.0,385.0,945.0,851.0,444.0,1041.0,3082.0,1900.0,1271.0,0.0,2871.0,909.0,255.0,0.0,321.0,893.0,391.0,1122.0
2017-02-27 13:00:00,108.0,1179.0,348.0,779.0,675.0,294.0,887.0,2986.0,1956.0,812.0,0.0,2534.0,1138.0,200.0,0.0,320.0,824.0,538.0,1018.0
2017-02-27 14:00:00,61.0,929.0,299.0,670.0,437.0,368.0,720.0,2736.0,1874.0,1085.0,0.0,2093.0,873.0,137.0,0.0,170.0,488.0,523.0,740.0
2017-02-27 15:00:00,112.0,1031.0,315.0,944.0,419.0,382.0,798.0,3180.0,2015.0,1254.0,0.0,2591.0,837.0,175.0,0.0,264.0,600.0,746.0,664.0
2017-02-27 16:00:00,119.0,1622.0,466.0,946.0,486.0,510.0,816.0,3278.0,2301.0,1592.0,0.0,3066.0,991.0,191.0,0.0,308.0,656.0,887.0,899.0
2017-02-27 17:00:00,138.0,2235.0,516.0,998.0,457.0,421.0,935.0,3366.0,2465.0,1641.0,0.0,3521.0,922.0,186.0,0.0,365.0,788.0,1172.0,1115.0
2017-02-27 18:00:00,81.0,1463.0,413.0,711.0,290.0,259.0,737.0,2122.0,1613.0,1176.0,0.0,2058.0,583.0,113.0,0.0,214.0,547.0,648.0,741.0
2017-02-27 19:00:00,48.0,714.0,254.0,536.0,233.0,171.0,495.0,1242.0,1152.0,943.0,0.0,1339.0,419.0,75.0,0.0,145.0,405.0,406.0,345.0
2017-02-27 20:00:00,30.0,617.0,229.0,450.0,155.0,130.0,475.0,1063.0,969.0,1111.0,0.0,872.0,294.0,67.0,0.0,131.0,310.0,308.0,320.0
2017-02-27 21:00:00,41.0,477.0,127.0,316.0,110.0,98.0,423.0,834.0,742.0,841.0,0.0,519.0,221.0,64.0,0.0,132.0,230.0,260.0,178.0
2017-02-27 22:00:00,13.0,265.0,62.0,179.0,48.0,66.0,225.0,532.0,493.0,552.0,0.0,281.0,109.0,46.0,0.0,246.0,301.0,114.0,176.0
2017-02-27 23:00:00,18.0,113.0,32.0,130.0,12.0,12.0,141.0,313.0,310.0,287.0,0.0,130.0,66.0,37.0,0.0,402.0,485.0,59.0,60.0
2017-02-28 00:00:00,6.0,57.0,27.0,81.0,12.0,20.0,80.0,166.0,156.0,94.0,0.0,42.0,41.0,12.0,0.0,281.0,336.0,31.0,13.0
2017-02-28 01:00:00,9.0,52.0,20.0,39.0,12.0,9.0,51.0,97.0,133.0,96.0,0.0,40.0,21.0,5.0,0.0,212.0,215.0,23.0,10.0
2017-02-28 02:00:00,5.0,14.0,15.0,31.0,5.0,1.0,22.0,48.0,67.0,56.0,0.0,14.0,6.0,5.0,0.0,80.0,102.0,5.0,9.0
2017-02-28 03:00:00,3.0,38.0,4.0,25.0,4.0,0.0,12.0,13.0,20.0,22.0,0.0,3.0,1.0,8.0,0.0,10.0,8.0,5.0,5.0
2017-02-28 04:00:00,0.0,21.0,2.0,26.0,15.0,6.0,4.0,29.0,20.0,15.0,0.0,1.0,2.0,4.0,0.0,21.0,12.0,3.0,10.0
2017-02-28 05:00:00,4.0,24.0,12.0,76.0,33.0,9.0,23.0,82.0,60.0,62.0,0.0,43.0,13.0,13.0,0.0,19.0,16.0,20.0,42.0
2017-02-28 06:00:00,9.0,196.0,56.0,188.0,69.0,68.0,95.0,236.0,239.0,159.0,0.0,396.0,63.0,99.0,0.0,40.0,66.0,210.0,175.0
2017-02-28 07:00:00,40.0,898.0,146.0,588.0,326.0,293.0,245.0,946.0,705.0,443.0,0.0,1750.0,260.0,148.0,0.0,118.0,225.0,683.0,635.0
2017-02-28 08:00:00,81.0,1127.0,247.0,986.0,532.0,392.0,544.0,2085.0,1562.0,1203.0,0.0,3069.0,547.0,205.0,0.0,253.0,525.0,1133.0,1017.0
2017-02-28 09:00:00,52.0,933.0,212.0,558.0,443.0,280.0,508.0,1657.0,1197.0,730.0,0.0,2012.0,486.0,215.0,0.0,208.0,386.0,625.0,558.0
2017-02-28 10:00:00,54.0,1009.0,275.0,540.0,481.0,264.0,574.0,1976.0,1215.0,954.0,0.0,1836.0,579.0,176.0,0.0,217.0,408.0,415.0,517.0
2017-02-28 11:00:00,74.0,952.0,309.0,523.0,602.0,308.0,676.0,2147.0,1465.0,1188.0,0.0,1993.0,652.0,180.0,0.0,278.0,511.0,551.0,669.0
2017-02-28 12:00:00,113.0,1444.0,457.0,961.0,841.0,395.0,1011.0,2993.0,2009.0,1672.0,0.0,2822.0,991.0,294.0,0.0,447.0,860.0,598.0,1089.0
2017-02-28 13:00:00,99.0,1159.0,394.0,788.0,626.0,314.0,909.0,2827.0,1933.0,1340.0,0.0,2650.0,1102.0,235.0,0.0,286.0,792.0,641.0,902.0
2017-02-28 14:00:00,43.0,1010.0,307.0,659.0,501.0,339.0,792.0,2650.0,1870.0,1074.0,0.0,2254.0,899.0,188.0,0.0,276.0,580.0,608.0,672.0
2017-02-28 15:00:00,109.0,940.0,357.0,850.0,364.0,399.0,689.0,3048.0,1983.0,1445.0,0.0,2580.0,840.0,175.0,0.0,236.0,525.0,756.0,607.0
2017-02-28 16:00:00,95.0,1562.0,429.0,836.0,559.0,458.0,774.0,3346.0,2373.0,1741.0,0.0,3148.0,956.0,184.0,0.0,382.0,751.0,979.0,892.0
2017-02-28 17:00:00,85.0,2482.0,554.0,987.0,502.0,418.0,995.0,3354.0,2445.0,1810.0,0.0,3699.0,1012.0,200.0,0.0,392.0,835.0,1206.0,1041.0
2017-02-28 18:00:00,94.0,1535.0,376.0,647.0,313.0,256.0,725.0,1999.0,1646.0,1124.0,0.0,2045.0,710.0,155.0,0.0,233.0,483.0,719.0,590.0
2017-02-28 19:00:00,65.0,925.0,380.0,576.0,261.0,169.0,575.0,1260.0,1191.0,1015.0,0.0,1314.0,436.0,64.0,0.0,158.0,331.0,387.0,331.0
2017-02-28 20:00:00,60.0,672.0,188.0,511.0,197.0,196.0,529.0,1111.0,963.0,1137.0,0.0,884.0,284.0,73.0,0.0,124.0,310.0,301.0,285.0
2017-02-28 21:00:00,35.0,575.0,100.0,375.0,153.0,147.0,405.0,940.0,734.0,810.0,0.0,575.0,212.0,80.0,0.0,148.0,227.0,268.0,171.0
2017-02-28 22:00:00,17.0,320.0,95.0,280.0,66.0,61.0,269.0,537.0,554.0,424.0,0.0,318.0,135.0,54.0,0.0,239.0,284.0,152.0,167.0
2017-02-28 23:00:00,11.0,184.0,56.0,151.0,31.0,27.0,148.0,373.0,362.0,278.0,0.0,145.0,76.0,20.0,0.0,290.0,318.0,39.0,38.0
2017-03-01 00:00:00,16.0,85.0,18.0,73.0,11.0,10.0,63.0,225.0,171.0,166.0,0.0,72.0,20.0,15.0,0.0,246.0,258.0,21.0,19.0
2017-03-01 01:00:00,3.0,47.0,14.0,55.0,2.0,11.0,39.0,156.0,103.0,85.0,0.0,38.0,24.0,3.0,0.0,172.0,186.0,8.0,30.0
2017-03-01 02:00:00,8.0,13.0,18.0,32.0,8.0,12.0,27.0,84.0,71.0,44.0,0.0,18.0,10.0,12.0,0.0,32.0,25.0,5.0,16.0
2017-03-01 03:00:00,2.0,8.0,11.0,34.0,4.0,2.0,13.0,56.0,23.0,34.0,0.0,22.0,7.0,19.0,0.0,11.0,3.0,0.0,6.0
2017-03-01 04:00:00,3.0,11.0,11.0,17.0,8.0,9.0,16.0,51.0,49.0,38.0,0.0,9.0,11.0,17.0,0.0,38.0,126.0,10.0,6.0
2017-03-01 05:00:00,2.0,49.0,16.0,42.0,30.0,14.0,21.0,76.0,65.0,53.0,0.0,46.0,12.0,33.0,0.0,29.0,44.0,18.0,46.0
2017-03-01 06:00:00,12.0,239.0,41.0,177.0,83.0,52.0,91.0,258.0,232.0,170.0,0.0,382.0,61.0,81.0,0.0,36.0,66.0,178.0,197.0
2017-03-01 07:00:00,38.0,813.0,125.0,498.0,345.0,239.0,274.0,971.0,666.0,421.0,0.0,1628.0,230.0,153.0,0.0,112.0,203.0,638.0,564.0
2017-03-01 08:00:00,66.0,1156.0,290.0,909.0,483.0,315.0,511.0,2037.0,1600.0,947.0,0.0,3138.0,595.0,267.0,0.0,226.0,499.0,929.0,993.0
2017-03-01 09:00:00,52.0,665.0,316.0,599.0,465.0,279.0,474.0,1727.0,1068.0,871.0,0.0,1921.0,472.0,230.0,0.0,202.0,383.0,529.0,560.0
2017-03-01 10:00:00,90.0,853.0,351.0,581.0,456.0,257.0,478.0,1708.0,1170.0,925.0,0.0,1622.0,505.0,207.0,0.0,222.0,410.0,445.0,497.0
2017-03-01 11:00:00,58.0,747.0,305.0,541.0,559.0,368.0,577.0,2255.0,1535.0,1218.0,0.0,1893.0,707.0,168.0,0.0,286.0,536.0,487.0,628.0
2017-03-01 12:00:00,106.0,1036.0,538.0,1028.0,950.0,550.0,981.0,3038.0,2069.0,1879.0,0.0,2664.0,1079.0,286.0,0.0,537.0,857.0,650.0,993.0
2017-03-01 13:00:00,120.0,981.0,473.0,860.0,688.0,271.0,858.0,3034.0,2127.0,1803.0,0.0,2610.0,1151.0,264.0,0.0,392.0,789.0,589.0,925.0
2017-03-01 14:00:00,108.0,945.0,343.0,692.0,507.0,388.0,583.0,2688.0,1834.0,713.0,0.0,2142.0,917.0,144.0,0.0,263.0,488.0,624.0,667.0
2017-03-01 15:00:00,88.0,1045.0,414.0,908.0,534.0,387.0,784.0,3093.0,2009.0,1453.0,0.0,2345.0,835.0,179.0,0.0,299.0,563.0,692.0,634.0
2017-03-01 16:00:00,93.0,1373.0,434.0,810.0,568.0,539.0,814.0,3225.0,2174.0,1628.0,0.0,3056.0,932.0,219.0,0.0,351.0,684.0,900.0,810.0
2017-03-01 17:00:00,113.0,1248.0,502.0,1006.0,576.0,487.0,928.0,3506.0,2564.0,1925.0,0.0,3324.0,1006.0,206.0,0.0,420.0,924.0,994.0,1220.0
2017-03-01 18:00:00,74.0,856.0,348.0,813.0,326.0,269.0,610.0,2133.0,1566.0,1181.0,0.0,1939.0,591.0,151.0,0.0,264.0,641.0,621.0,709.0
2017-03-01 19:00:00,57.0,626.0,314.0,591.0,166.0,183.0,546.0,1167.0,1148.0,1038.0,0.0,1239.0,367.0,65.0,0.0,203.0,440.0,407.0,445.0
2017-03-01 20:00:00,39.0,357.0,135.0,443.0,136.0,95.0,363.0,989.0,833.0,843.0,0.0,784.0,292.0,60.0,0.0,151.0,334.0,286.0,279.0
2017-03-01 21:00:00,49.0,374.0,97.0,306.0,107.0,91.0,370.0,793.0,650.0,738.0,0.0,635.0,195.0,57.0,0.0,151.0,250.0,216.0,144.0
2017-03-01 22:00:00,9.0,306.0,129.0,280.0,66.0,64.0,208.0,614.0,533.0,541.0,0.0,396.0,120.0,41.0,0.0,355.0,375.0,150.0,176.0
2017-03-01 23:00:00,19.0,213.0,94.0,253.0,174.0,64.0,212.0,688.0,459.0,344.0,0.0,224.0,85.0,21.0,0.0,556.0,641.0,191.0,71.0
2017-03-02 00:00:00,12.0,133.0,101.0,191.0,68.0,34.0,168.0,589.0,282.0,275.0,0.0,111.0,62.0,15.0,0.0,531.0,567.0,203.0,64.0
2017-03-02 01:00:00,18.0,136.0,15.0,77.0,66.0,24.0,58.0,417.0,181.0,127.0,0.0,94.0,31.0,9.0,0.0,398.0,405.0,188.0,39.0
2017-03-02 02:00:00,5.0,93.0,25.0,49.0,59.0,24.0,50.0,283.0,108.0,56.0,0.0,105.0,22.0,46.0,0.0,244.0,259.0,94.0,23.0
2017-03-02 03:00:00,5.0,53.0,11.0,33.0,16.0,7.0,40.0,86.0,63.0,63.0,0.0,35.0,9.0,19.0,0.0,81.0,103.0,34.0,22.0
2017-03-02 04:00:00,5.0,15.0,43.0,41.0,23.0,5.0,14.0,67.0,44.0,50.0,0.0,24.0,9.0,24.0,0.0,43.0,46.0,31.0,13.0
2017-03-02 05:00:00,5.0,28.0,15.0,50.0,29.0,9.0,16.0,88.0,67.0,62.0,0.0,47.0,15.0,18.0,0.0,11.0,16.0,23.0,55.0
2017-03-02 06:00:00,11.0,221.0,40.0,163.0,91.0,67.0,112.0,252.0,212.0,149.0,0.0,380.0,53.0,91.0,0.0,42.0,67.0,168.0,170.0
2017-03-02 07:00:00,46.0,824.0,170.0,570.0,304.0,289.0,252.0,1010.0,644.0,390.0,0.0,1737.0,263.0,160.0,0.0,130.0,212.0,573.0,535.0
2017-03-02 08:00:00,70.0,1248.0,255.0,983.0,534.0,356.0,532.0,2061.0,1606.0,1170.0,0.0,3152.0,540.0,263.0,0.0,292.0,505.0,975.0,1058.0
2017-03-02 09:00:00,39.0,627.0,252.0,603.0,434.0,343.0,409.0,1624.0,1134.0,772.0,0.0,1516.0,468.0,232.0,0.0,150.0,339.0,548.0,611.0
2017-03-02 10:00:00,74.0,821.0,277.0,500.0,444.0,330.0,513.0,1703.0,1131.0,740.0,0.0,1299.0,554.0,224.0,0.0,174.0,373.0,414.0,534.0
2017-03-02 11:00:00,67.0,1001.0,281.0,622.0,537.0,354.0,599.0,2066.0,1298.0,878.0,0.0,1567.0,617.0,204.0,0.0,240.0,508.0,383.0,597.0
2017-03-02 12:00:00,117.0,1196.0,580.0,967.0,914.0,444.0,963.0,2978.0,1767.0,1233.0,0.0,2593.0,959.0,272.0,0.0,509.0,873.0,490.0,1127.0
2017-03-02 13:00:00,140.0,1168.0,428.0,835.0,820.0,455.0,893.0,3069.0,2038.0,1456.0,0.0,2604.0,1176.0,199.0,0.0,419.0,868.0,505.0,936.0
2017-03-02 14:00:00,91.0,900.0,302.0,706.0,480.0,360.0,545.0,2865.0,1753.0,1072.0,0.0,2108.0,843.0,157.0,0.0,253.0,541.0,588.0,742.0
2017-03-02 15:00:00,77.0,1143.0,379.0,920.0,501.0,382.0,622.0,3153.0,1952.0,1368.0,0.0,2492.0,904.0,158.0,0.0,265.0,569.0,795.0,756.0
2017-03-02 16:00:00,90.0,1628.0,408.0,893.0,522.0,473.0,749.0,3347.0,2221.0,1190.0,0.0,3081.0,900.0,203.0,0.0,331.0,615.0,994.0,817.0
2017-03-02 17:00:00,121.0,2385.0,508.0,1017.0,505.0,504.0,864.0,3335.0,2405.0,1687.0,0.0,3503.0,950.0,204.0,0.0,285.0,610.0,1168.0,1069.0
2017-03-02 18:00:00,82.0,1823.0,367.0,703.0,378.0,348.0,748.0,2266.0,1628.0,1292.0,0.0,2098.0,710.0,185.0,0.0,266.0,527.0,709.0,720.0
2017-03-02 19:00:00,79.0,867.0,345.0,622.0,224.0,225.0,581.0,1556.0,1332.0,1118.0,0.0,1270.0,474.0,115.0,0.0,183.0,336.0,437.0,423.0
2017-03-02 20:00:00,54.0,613.0,195.0,562.0,192.0,143.0,540.0,1334.0,1099.0,1062.0,0.0,780.0,361.0,63.0,0.0,110.0,260.0,328.0,282.0
2017-03-02 21:00:00,46.0,569.0,114.0,404.0,150.0,97.0,369.0,895.0,887.0,973.0,0.0,594.0,232.0,65.0,0.0,182.0,309.0,264.0,211.0
2017-03-02 22:00:00,35.0,307.0,89.0,357.0,81.0,55.0,317.0,631.0,496.0,523.0,0.0,333.0,161.0,44.0,0.0,201.0,215.0,158.0,225.0
2017-03-02 23:00:00,14.0,194.0,72.0,266.0,69.0,54.0,181.0,509.0,320.0,357.0,0.0,171.0,136.0,59.0,0.0,284.0,334.0,105.0,50.0
2017-03-03 00:00:00,26.0,51.0,25.0,143.0,22.0,32.0,125.0,326.0,167.0,198.0,0.0,56.0,97.0,21.0,0.0,329.0,365.0,46.0,34.0
2017-03-03 01:00:00,11.0,58.0,22.0,113.0,9.0,12.0,59.0,188.0,145.0,87.0,0.0,36.0,39.0,10.0,0.0,129.0,130.0,27.0,14.0
2017-03-03 02:00:00,8.0,31.0,15.0,40.0,15.0,9.0,46.0,158.0,72.0,64.0,0.0,23.0,15.0,25.0,0.0,59.0,56.0,6.0,4.0
2017-03-03 03:00:00,12.0,6.0,10.0,49.0,4.0,10.0,27.0,92.0,53.0,32.0,0.0,18.0,17.0,21.0,0.0,15.0,13.0,17.0,13.0
2017-03-03 04:00:00,4.0,6.0,12.0,24.0,3.0,6.0,21.0,61.0,25.0,11.0,0.0,15.0,3.0,10.0,0.0,29.0,27.0,3.0,6.0
2017-03-03 05:00:00,5.0,22.0,19.0,56.0,51.0,5.0,28.0,90.0,66.0,78.0,0.0,51.0,10.0,24.0,0.0,8.0,34.0,18.0,44.0
2017-03-03 06:00:00,7.0,237.0,40.0,158.0,73.0,47.0,79.0,208.0,194.0,143.0,0.0,354.0,73.0,84.0,0.0,34.0,62.0,151.0,176.0
2017-03-03 07:00:00,45.0,782.0,145.0,513.0,312.0,256.0,277.0,891.0,582.0,370.0,0.0,1610.0,268.0,227.0,0.0,132.0,215.0,635.0,553.0
2017-03-03 08:00:00,85.0,1132.0,231.0,966.0,490.0,317.0,529.0,1948.0,1456.0,1008.0,0.0,2950.0,556.0,243.0,0.0,245.0,462.0,1096.0,1007.0
2017-03-03 09:00:00,70.0,800.0,186.0,555.0,513.0,345.0,460.0,1654.0,1142.0,765.0,0.0,1581.0,472.0,241.0,0.0,210.0,384.0,531.0,587.0
2017-03-03 10:00:00,52.0,977.0,284.0,562.0,474.0,364.0,549.0,1764.0,1200.0,854.0,0.0,1283.0,624.0,200.0,0.0,203.0,349.0,397.0,555.0
2017-03-03 11:00:00,62.0,1051.0,335.0,586.0,609.0,505.0,724.0,2279.0,1520.0,1226.0,0.0,1815.0,689.0,194.0,0.0,255.0,483.0,507.0,677.0
2017-03-03 12:00:00,133.0,1420.0,468.0,985.0,843.0,411.0,1073.0,3278.0,2042.0,1992.0,0.0,2926.0,1128.0,313.0,0.0,465.0,963.0,647.0,1134.0
2017-03-03 13:00:00,99.0,1321.0,496.0,894.0,757.0,354.0,999.0,3349.0,2104.0,1632.0,0.0,2649.0,1040.0,269.0,0.0,236.0,739.0,550.0,1051.0
2017-03-03 14:00:00,52.0,1256.0,344.0,766.0,564.0,415.0,690.0,2780.0,1945.0,1401.0,0.0,2300.0,951.0,210.0,0.0,305.0,596.0,572.0,760.0
2017-03-03 15:00:00,73.0,1178.0,354.0,947.0,395.0,413.0,794.0,3144.0,2144.0,1551.0,0.0,2691.0,900.0,239.0,0.0,264.0,623.0,614.0,648.0
2017-03-03 16:00:00,107.0,1752.0,377.0,826.0,582.0,560.0,892.0,3340.0,2292.0,1734.0,0.0,3326.0,993.0,205.0,0.0,396.0,766.0,794.0,881.0
2017-03-03 17:00:00,75.0,2514.0,482.0,959.0,539.0,506.0,949.0,3340.0,2550.0,1652.0,0.0,3530.0,1013.0,227.0,0.0,298.0,721.0,816.0,1111.0
2017-03-03 18:00:00,118.0,2128.0,383.0,717.0,403.0,313.0,783.0,2464.0,1820.0,1214.0,0.0,2192.0,717.0,175.0,0.0,283.0,583.0,489.0,707.0
2017-03-03 19:00:00,106.0,1009.0,361.0,674.0,267.0,209.0,571.0,1740.0,1433.0,1069.0,0.0,1378.0,585.0,106.0,0.0,186.0,436.0,487.0,415.0
2017-03-03 20:00:00,63.0,916.0,216.0,629.0,233.0,142.0,713.0,1465.0,1384.0,1300.0,0.0,1031.0,442.0,63.0,0.0,172.0,369.0,365.0,254.0
2017-03-03 21:00:00,59.0,699.0,145.0,645.0,188.0,156.0,559.0,1206.0,1133.0,1253.0,0.0,783.0,360.0,73.0,0.0,189.0,375.0,312.0,226.0
2017-03-03 22:00:00,67.0,516.0,93.0,645.0,126.0,163.0,449.0,1048.0,1039.0,1265.0,0.0,560.0,257.0,57.0,0.0,449.0,570.0,238.0,187.0
2017-03-03 23:00:00,77.0,506.0,104.0,562.0,174.0,124.0,372.0,980.0,1142.0,1015.0,0.0,545.0,214.0,35.0,0.0,943.0,1169.0,223.0,99.0
2017-03-04 00:00:00,71.0,350.0,142.0,475.0,101.0,105.0,314.0,884.0,507.0,403.0,0.0,403.0,143.0,34.0,0.0,700.0,792.0,265.0,100.0
2017-03-04 01:00:00,47.0,187.0,117.0,458.0,99.0,62.0,259.0,652.0,343.0,335.0,0.0,238.0,102.0,36.0,0.0,721.0,813.0,197.0,67.0
2017-03-04 02:00:00,55.0,123.0,85.0,392.0,66.0,40.0,154.0,413.0,243.0,212.0,0.0,136.0,54.0,38.0,0.0,563.0,638.0,132.0,37.0
2017-03-04 03:00:00,18.0,40.0,50.0,259.0,53.0,28.0,87.0,282.0,200.0,156.0,0.0,83.0,49.0,13.0,0.0,336.0,346.0,99.0,47.0
2017-03-04 04:00:00,35.0,51.0,58.0,114.0,19.0,14.0,62.0,168.0,98.0,97.0,0.0,83.0,23.0,10.0,0.0,152.0,141.0,34.0,24.0
2017-03-04 05:00:00,3.0,13.0,9.0,49.0,23.0,10.0,32.0,90.0,43.0,58.0,0.0,37.0,17.0,6.0,0.0,12.0,14.0,17.0,12.0
2017-03-04 06:00:00,7.0,59.0,19.0,85.0,17.0,5.0,50.0,117.0,112.0,99.0,0.0,90.0,24.0,29.0,0.0,22.0,21.0,27.0,59.0
2017-03-04 07:00:00,10.0,229.0,54.0,117.0,33.0,31.0,104.0,280.0,214.0,156.0,0.0,262.0,33.0,45.0,0.0,39.0,58.0,109.0,130.0
2017-03-04 08:00:00,15.0,481.0,82.0,229.0,89.0,107.0,136.0,478.0,369.0,386.0,0.0,594.0,96.0,57.0,0.0,50.0,86.0,212.0,339.0
2017-03-04 09:00:00,34.0,946.0,139.0,321.0,177.0,132.0,265.0,893.0,656.0,524.0,0.0,797.0,210.0,56.0,0.0,77.0,148.0,326.0,617.0
2017-03-04 10:00:00,49.0,1370.0,227.0,501.0,209.0,232.0,375.0,1410.0,952.0,706.0,0.0,959.0,350.0,42.0,0.0,136.0,284.0,262.0,815.0
2017-03-04 11:00:00,59.0,1318.0,288.0,574.0,242.0,271.0,553.0,1895.0,1174.0,760.0,0.0,1393.0,511.0,79.0,0.0,169.0,359.0,370.0,1108.0
2017-03-04 12:00:00,71.0,1353.0,318.0,737.0,318.0,280.0,643.0,2179.0,1373.0,1120.0,0.0,1631.0,634.0,64.0,0.0,212.0,409.0,483.0,1129.0
2017-03-04 13:00:00,51.0,1372.0,287.0,769.0,272.0,258.0,770.0,2518.0,1666.0,1274.0,0.0,1817.0,814.0,74.0,0.0,227.0,473.0,497.0,873.0
2017-03-04 14:00:00,77.0,1263.0,335.0,687.0,350.0,350.0,610.0,2808.0,1776.0,963.0,0.0,1911.0,882.0,63.0,0.0,238.0,445.0,505.0,700.0
2017-03-04 15:00:00,87.0,1314.0,345.0,775.0,280.0,318.0,599.0,2643.0,1861.0,899.0,0.0,1994.0,895.0,91.0,0.0,196.0,423.0,553.0,615.0
2017-03-04 16:00:00,72.0,1302.0,300.0,645.0,302.0,322.0,705.0,2704.0,1720.0,1055.0,0.0,1998.0,728.0,82.0,0.0,213.0,463.0,573.0,588.0
2017-03-04 17:00:00,78.0,1577.0,271.0,659.0,225.0,232.0,572.0,2171.0,1446.0,1014.0,0.0,1724.0,710.0,106.0,0.0,174.0,410.0,967.0,414.0
2017-03-04 18:00:00,97.0,962.0,287.0,543.0,217.0,198.0,588.0,1695.0,1250.0,956.0,0.0,1608.0,529.0,114.0,0.0,171.0,376.0,649.0,285.0
2017-03-04 19:00:00,89.0,908.0,279.0,587.0,188.0,224.0,580.0,1332.0,1124.0,1071.0,0.0,1246.0,416.0,96.0,0.0,164.0,332.0,500.0,257.0
2017-03-04 20:00:00,113.0,979.0,210.0,496.0,219.0,202.0,544.0,1297.0,1224.0,1140.0,0.0,848.0,387.0,105.0,0.0,107.0,260.0,357.0,387.0
